idea_text,label,source
Henry'sHumdingers - Food and Beverage: Henry's Humdingers - Specialty Food,,SharkTank
BooBooGoo - Health/Wellness: Boo Boo Goo - Baby and Child Care,,SharkTank
iReTron - Software/Tech: iReTron - Consumer Services,,SharkTank
DefineBottle - Food and Beverage: Define Bottle - Water Bottles,,SharkTank
PackbackBooks - Children/Education: Packback Books - Education,,SharkTank
Chapul - Food and Beverage: Chapul - Specialty Food,,SharkTank
GarageDoorLock - Lifestyle/Home: Garage Door Lock - Home Security Solutions,,SharkTank
MorningHead - Lifestyle/Home: MorningHead - Personal Care and Cosmetics,,SharkTank
Plated - Food and Beverage: Plated - Specialty Food,,SharkTank
MonkeyMat - Lifestyle/Home: Monkey Mat - Baby and Child Care,,SharkTank
ThePaintBrushCover - Lifestyle/Home: The Paint Brush Cover - Home Improvement,,SharkTank
KodiakCakes - Food and Beverage: Kodiak Cakes - Specialty Food,,SharkTank
VelocitySigns - Business Services: Velocity Signs - Novelties,,SharkTank
HappyFeet - Fashion/Beauty: Happy Feet - Novelties,,SharkTank
HoldYourHaunches - Fashion/Beauty: Hold Your Haunches - Undergarments and Basics,,SharkTank
LordNutLevington - Food and Beverage: Lord Nut Levington - Specialty Food,,SharkTank
FunTimeExpress - Children/Education: Fun Time Express - Baby and Children's Entertainment,,SharkTank
PowerPot - Food and Beverage: PowerPot - Outdoor Recreation,,SharkTank
QuickstopFireSprinklerTools - Lifestyle/Home: Quickstop Fire Sprinkler Tools - Productivity Tools,,SharkTank
TaylorRobinsonMusic - Software/Tech: Taylor Robinson Music - Online Services,,SharkTank
ZooBean - Children/Education: ZooBean - Baby and Children's Entertainment,,SharkTank
iLumi - Electronics: iLumi - Electronics LED smart light bulbs,,SharkTank
FortMagic - Children/Education: Fort Magic - Toys and Games,,SharkTank
Intelli-StopperTechnology - Food and Beverage: Intelli-Stopper Technology - Wine Accessories,,SharkTank
RuggedManiac - Fitness/Sports/Outdoors: Rugged Maniac - Entertainment,,SharkTank
CerebralSuccess - Health/Wellness: Cerebral Success - Homeopathic Remedies,,SharkTank
Mo'sBows - Fashion/Beauty: Mo's Bows - Men's Accessories,,SharkTank
Crio - Food and Beverage: Crio - Specialty Food,,SharkTank
Angellift - Fashion/Beauty: Angellift - Personal Care and Cosmetics,,SharkTank
HangEase - Lifestyle/Home: HangEase - Storage and Cleaning Products,,SharkTank
TheBouqsCompany - Lifestyle/Home: The Bouqs Company - Consumer Services,,SharkTank
SustyParty - Lifestyle/Home: Susty Party - Party Supplies,,SharkTank
OruKayak - Fitness/Sports/Outdoors: Oru Kayak - Outdoor Recreation,,SharkTank
BonAffair - Food and Beverage: Bon Affair - Alcoholic Beverages,,SharkTank
Cinnaholic - Food and Beverage: Cinnaholic - Specialty Food,,SharkTank
HargittMarineServices - Fitness/Sports/Outdoors: Hargitt Marine Services - Professional Services,,SharkTank
FootFairy - Software/Tech: Foot Fairy - Online Services,,SharkTank
BZbox - Lifestyle/Home: BZbox - Productivity Tools,,SharkTank
Tie-Not - Children/Education: Tie-Not - Toys and Games,,SharkTank
Baker'sEdge - Food and Beverage: Baker's Edge - Kitchen Tools,,SharkTank
SleepingBaby - Children/Education: Sleeping Baby - Baby and Child Care,,SharkTank
Bombas - Fashion/Beauty: Bombas - Undergarments and Basics,,SharkTank
Hammer&Nails - Fashion/Beauty: Hammer & Nails - Personal Care and Cosmetics,,SharkTank
Amber - Electronics: Amber - Electronics,,SharkTank
Kronos - Fitness/Sports/Outdoors: Kronos - Golf Products,,SharkTank
Roominate - Children/Education: Roominate - Toys and Games,,SharkTank
TheFloatingMugCo. - Lifestyle/Home: The Floating Mug Co. - Novelties,,SharkTank
WeddingWagon - Lifestyle/Home: Wedding Wagon - Weddings,,SharkTank
HeartPup - Pet Products: Heart Pup - Pet Products,,SharkTank
SoapSox - Children/Education: SoapSox - Baby and Child Care,,SharkTank
NinjaCards - Children/Education: Ninja Cards - Toys and Games,,SharkTank
DrumPants - Fashion/Beauty: DrumPants - Music,,SharkTank
PaperBoxPilots - Children/Education: Paper Box Pilots - Toys and Games,,SharkTank
Reviver - Lifestyle/Home: Reviver - Personal Care and Cosmetics,,SharkTank
FunCakesRental - Food and Beverage: FunCakes Rental - Weddings,,SharkTank
TableJacks - Lifestyle/Home: Table Jacks - Novelties,,SharkTank
TheRedDressBoutique - Fashion/Beauty: The Red Dress Boutique - Women's Apparel,,SharkTank
SunStaches - Fashion/Beauty: SunStaches - Novelties,,SharkTank
JungleJumpaRoo - Children/Education: Jungle JumpaRoo - Toys and Games,,SharkTank
TheCaddyGirls - Fitness/Sports/Outdoors: The Caddy Girls - Entertainment,,SharkTank
Honeyfund - Software/Tech: Honeyfund - Weddings,,SharkTank
BeatBoxBeverages - Food and Beverage: BeatBox Beverages - Alcoholic Beverages,,SharkTank
OilerieUSA - Food and Beverage: Oilerie USA - Specialty Food,,SharkTank
EmergenSee - Software/Tech: EmergenSee - Home Security Solutions,,SharkTank
MyselfBelts - Children/Education: Myself Belts - Baby and Children's Apparel and Accessories,,SharkTank
Titin - Fitness/Sports/Outdoors: Titin - Fitness Apparel and Accessories,,SharkTank
SingTrix - Children/Education: SingTrix - Electronics,,SharkTank
Beardbrand - Fashion/Beauty: Beardbrand - Personal Care and Cosmetics,,SharkTank
TheNaturalGrip - Fitness/Sports/Outdoors: The Natural Grip - Fitness Apparel and Accessories,,SharkTank
BottleBreacher - Food and Beverage: Bottle Breacher - Novelties,,SharkTank
Man-Pack - Fashion/Beauty: Man-Pack - Men's Accessories,,SharkTank
PriorityOneCanine - Pet Products: Priority One Canine - Professional Services,,SharkTank
HeidiHo - Food and Beverage: Heidi Ho - Specialty Food,,SharkTank
SquattyPotty - Lifestyle/Home: Squatty Potty - Health and Well-Being,,SharkTank
Pipsnacks - Food and Beverage: Pipsnacks - Specialty Food,,SharkTank
StormStoppers - Lifestyle/Home: Storm Stoppers - Novelties,,SharkTank
MagicCook - Food and Beverage: MagicCook - Outdoor Recreation,,SharkTank
EarthLog - Lifestyle/Home: Earth Log - Home Accessories,,SharkTank
KitchenSafe - Food and Beverage: Kitchen Safe - Storage and Cleaning Products,,SharkTank
OffTheCob - Food and Beverage: Off the Cob - Specialty Food,,SharkTank
Biaggi - Lifestyle/Home: Biaggi - Storage and Cleaning Products,,SharkTank
GamedayCouture - Fashion/Beauty: Gameday Couture - Men and Women's Apparel,,SharkTank
Zipz - Food and Beverage: Zipz - Alcoholic Beverages,,SharkTank
SoapsWashesAndGroomingEssentials - Fashion/Beauty: Soaps Washes and Grooming Essentials (aka S.W.A.G. Essentials) - Personal Care and Cosmetics,,SharkTank
HoppyPaws - Lifestyle/Home: Hoppy Paws - Holiday Cheer,,SharkTank
Q-Flex - Health/Wellness: Q-Flex - Health and Well-Being,,SharkTank
TheMenschOnABench - Lifestyle/Home: The Mensch on a Bench - Holiday Cheer,,SharkTank
EveDrop - Lifestyle/Home: Eve Drop - Holiday Cheer,,SharkTank
BantamBagels - Food and Beverage: Bantam Bagels - Specialty Food,,SharkTank
Doorman - Lifestyle/Home: Doorman - Consumer Services,,SharkTank
SkinnyShirt - Fashion/Beauty: SkinnyShirt - Women's Apparel,,SharkTank
CoffeeMeetsBagel - Software/Tech: Coffee Meets Bagel - Online Services,,SharkTank
Evrewares - Fashion/Beauty: Evrewares - Party Supplies,,SharkTank
BottleBright - Lifestyle/Home: Bottle Bright - Storage and Cleaning Products,,SharkTank
Scratch&GrainBakingCo - Food and Beverage: Scratch & Grain Baking Co - Specialty Food,,SharkTank
Vestpakz - Children/Education: Vestpakz - Baby and Child Care,,SharkTank
TurboPUP - Pet Products: TurboPUP - Pet Products,,SharkTank
Lumio - Lifestyle/Home: Lumio - Home Accessories,,SharkTank
BelloVerde - Fashion/Beauty: Bello Verde - Men and Women's Apparel,,SharkTank
Napwell - Lifestyle/Home: Napwell - Health and Well-Being,,SharkTank
GreenBox - Food and Beverage: GreenBox - Storage and Cleaning Products,,SharkTank
Phonesoap - Software/Tech: Phonesoap - Storage and Cleaning Products,,SharkTank
Victoria'sKitchen - Food and Beverage: Victoria's Kitchen - Specialty Food,,SharkTank
TycoonRealEstate - Software/Tech: Tycoon Real Estate - Online Services,,SharkTank
FreshPatch - Pet Products: Fresh Patch - Pet Products,,SharkTank
DrainStrain - Lifestyle/Home: Drain Strain - Storage and Cleaning Products,,SharkTank
BalmChickyBalmBalm - Fashion/Beauty: Balm Chicky Balm Balm - Personal Care and Cosmetics,,SharkTank
BedJet - Lifestyle/Home: BedJet - Home Accessories,,SharkTank
BeverageBoy - Food and Beverage: BeverageBoy - Novelties,,SharkTank
FunBites - Children/Education: FunBites - Baby and Child Care,,SharkTank
TheLipBar - Fashion/Beauty: The Lip Bar - Personal Care and Cosmetics,,SharkTank
HimalayanDogChew - Pet Products: Himalayan Dog Chew - Pet Products,,SharkTank
Boobypack - Fashion/Beauty: Boobypack - Women's Apparel,,SharkTank
GoldRushNuggetBucket - Children/Education: Gold Rush Nugget Bucket - Novelties,,SharkTank
SsekoDesigns - Fashion/Beauty: Sseko Designs - Men and Women's Shoes,,SharkTank
Lumi - Fashion/Beauty: Lumi - Novelties,,SharkTank
LuminAid - Travel: LuminAid - Electronics,,SharkTank
Scholly - Children/Education: Scholly - Online Services,,SharkTank
KeenHome - Lifestyle/Home: Keen Home - Home Accessories,,SharkTank
TaalumaTotes - Fashion/Beauty: Taaluma Totes - Men and Women's Accessories,,SharkTank
CocoJack - Food and Beverage: Coco Jack - Kitchen Tools,,SharkTank
BedRyder - Automotive: BedRyder - Automotive,,SharkTank
FrillClothing - Fashion/Beauty: Frill - Women's Apparel,,SharkTank
TwinZPillow - Children/Education: Twin Z Pillow - Baby and Child Care,,SharkTank
EchoValleyMeats - Food and Beverage: Echo Valley Meats - Specialty Food,,SharkTank
EmazingLights - Media/Entertainment: Emazing Lights - Party Supplies,,SharkTank
AquaVault - Lifestyle/Home: Aqua Vault - Storage and Cleaning Products,,SharkTank
Naja - Fashion/Beauty: Naja - Women's Apparel,,SharkTank
BeeSweetLemonade - Food and Beverage: Bee Sweet Lemonade - Non-Alcoholic Beverages,,SharkTank
BrandYourself - Software/Tech: Brand Yourself - Online Services,,SharkTank
iCPooch - Pet Products: iC Pooch - Pet Products,,SharkTank
TheHomeT - Fashion/Beauty: The Home T - Men and Women's Apparel,,SharkTank
Budsies - Children/Education: Budsies - Toys and Games,,SharkTank
BeeThinking - Lifestyle/Home: Bee Thinking - Professional Services,,SharkTank
PullyPalz - Children/Education: PullyPalz - Baby and Child Care,,SharkTank
Forus - Fitness/Sports/Outdoors: Forus - Men and Women's Shoes,,SharkTank
NeatCheeks - Children/Education: NeatCheeks - Baby and Child Care,,SharkTank
MelniConnectors - Electronics: Melni Connectors - Electronics,,SharkTank
BeneathTheInk - Software/Tech: Beneath the Ink - Online Services,,SharkTank
PittMoss - Green/CleanTech: PittMoss - Gardening,,SharkTank
ZinePak - Media/Entertainment: ZinePak - Music,,SharkTank
SnagaStool - Software/Tech: SnagaStool - Online Services,,SharkTank
BuckMason - Fashion/Beauty: Buck Mason - Men and Women's Apparel,,SharkTank
Noene - Fashion/Beauty: Noene - Fitness Apparel and Accessories,,SharkTank
AirCar - Travel: AirCar Zero Pollution Motors - Automotive,,SharkTank
PaleoDietFoods - Food and Beverage: Paleo Diet Foods - Specialty Food,,SharkTank
WorldRecordStriperCompany - Fitness/Sports/Outdoors: World Record Striper Company - Outdoor Recreation,,SharkTank
Frameri - Fashion/Beauty: Frameri - Men and Women's Accessories,,SharkTank
ZoomInteriors - Lifestyle/Home: Zoom - Online Services,,SharkTank
SunscreenMist - Lifestyle/Home: Sunscreen Mist - Outdoor Recreation,,SharkTank
SynDaverLabs - Health/Wellness: SynDaver Labs - Education,,SharkTank
YouKickAss - Children/Education: You Kick Ass - Novelties,,SharkTank
SharkWheel - Fitness/Sports/Outdoors: Shark Wheel - Outdoor Recreation,,SharkTank
GatoCafe - Pet Products: Gato Cafe - Entertainment,,SharkTank
SwayMotorsports - Green/CleanTech: Sway Motorsports - Automotive,,SharkTank
Spikeball - Fitness/Sports/Outdoors: Spikeball - Toys and Games,,SharkTank
TheBeebo - Children/Education: baby bottle holder,,SharkTank
Acton - Fitness/Sports/Outdoors: motorized roller skates,,SharkTank
McClaryBrothersDrinkingVinegars - Food and Beverage: vinegars to be used in cocktails and soda,,SharkTank
SignalVault - Software/Tech: protector for credit cards,,SharkTank
O'DangHummus - Food and Beverage: flavored hummuses and hummus-based salad dressing,,SharkTank
Splikity - Software/Tech: password manager software,,SharkTank
MikkiBey - Fashion/Beauty: Eyelash Extensions,,SharkTank
Loliware - Food and Beverage: edible disposable cups,,SharkTank
FootCardigan - Fashion/Beauty: subscription service for fun and unique socks,,SharkTank
ValPark - Software/Tech: valet and garage parking,,SharkTank
"TheTwoGuysBowtieCompany - Fashion/Beauty: wooden bowties, hats, and accessories",,SharkTank
Nerdwax - Fashion/Beauty: product to prevent eyeglasses and sunglasses,,SharkTank
Table87 - Food and Beverage: flash-frozen New York-style pizza,,SharkTank
EZPeeZ - Children/Education: EZ-Pee-Z - toilet seat and potty training seat,,SharkTank
Milk+Brookies - Food and Beverage: brownies and cookies,,SharkTank
DudeWipes - Lifestyle/Home: disposable toilet wipes,,SharkTank
ThreeJerksJerky - Food and Beverage: premium beef jerky,,SharkTank
TheSkinnyMirror - Fashion/Beauty: mirror that reflects a slightly slimmer reflection,,SharkTank
SwitchWitch - Children/Education: children's book and doll,,SharkTank
XCraft - Software/Tech: personal use drone,,SharkTank
RentLikeAChampion - Software/Tech: service to rent homes,,SharkTank
"Hotshot - Food and Beverage: eady-to-drink, canned hot coffee",,SharkTank
Windcatcher - Lifestyle/Home: valve that allows for quicker inflation of objects,,SharkTank
"StemCenterUSA - Children/Education: learning center for science, technology, engineering, and math",,SharkTank
WinkFrozenDesserts - Food and Beverage: alternative to ice cream,,SharkTank
SavvyNaturals - Lifestyle/Home: beauty bars and lotions,,SharkTank
CleanCube - Lifestyle/Home: digital doorman storage system,,SharkTank
SimplyFitBoard - Fitness/Sports/Outdoors: balance board for better workouts,,SharkTank
AFreshSheet - Lifestyle/Home: bedsheet with removable disposable layers,,SharkTank
Unshrinkit - Lifestyle/Home: product to help unshrink wool garments,,SharkTank
GripClean - Fitness/Sports/Outdoors: natural hand soap,,SharkTank
PolarPro - Software/Tech: accessories and filters for digital photography and drones,,SharkTank
AdvancedSportsTechnology - Fitness/Sports/Outdoors: league and licensing group,,SharkTank
BraziBites - Food and Beverage: Brazilian cheese bread,,SharkTank
Umano - Fashion/Beauty: clothing featuring art by children,,SharkTank
SockTabs - Lifestyle/Home: connector to keep socks together,,SharkTank
LeauxRacingTrikes - Fitness/Sports/Outdoors: recumbent tricycle,,SharkTank
GlowRecipe - Fashion/Beauty: skin treatment products,,SharkTank
SarahOliverHandbags - Fashion/Beauty: designer handbags hand-knitted,,SharkTank
Trunkster - Lifestyle/Home: high-tech travel suitcase,,SharkTank
GeekMyTree - Lifestyle/Home: Christmas tree lights with smart technology,,SharkTank
BeardHead - Fashion/Beauty: novelty hats and beanies with detachable face masks,,SharkTank
Lovepop - Lifestyle/Home: stationery and greeting cards,,SharkTank
PiperWai - Fashion/Beauty: natural deodorant without chemicals,,SharkTank
AbsProteinPancakes - Food and Beverage: line of pancake mixes,,SharkTank
ExtremeSandbox - Children/Education: heavy-duty construction equipment,,SharkTank
TotalTieKeep - Fashion/Beauty: necktie accessory,,SharkTank
FireAvert - Lifestyle/Home: device which shuts off power,,SharkTank
Spretz - Lifestyle/Home: 2-in-1 breath and hand freshener and odor remover,,SharkTank
HungryHarvest - Food and Beverage: service delivering less-appealing surplus produce,,SharkTank
ControlledChaos - Fashion/Beauty: hair care products for very curly hair,,SharkTank
EZPZ - Food and Beverage: all-in-one placemat and plate with suction cups,,SharkTank
Fixed - Software/Tech: app that helps overturn invalid parking and traffic violation tickets,,SharkTank
HatchBaby - Children/Education: smart changing pad that syncs information,,SharkTank
VillageScholarships - Children/Education: crowdfunding approach to college scholarships,,SharkTank
BeardKing - Fashion/Beauty: bib used while shaving to catch cut facial hairs,,SharkTank
Shefit - Fitness/Sports/Outdoors: adjustable sports bra,,SharkTank
Co.alition - Software/Tech: backpack with an integrated wireless hard drive,,SharkTank
icybreeze - Travel: portable air conditioner built into a cooler,,SharkTank
2400Expert - Children/Education: test prep resource for mastering the SAT test,,SharkTank
R.Riveter - Fashion/Beauty: handbags made from upcycled military materials,,SharkTank
Beartek - Media/Entertainment: gloves that are capable of remotely controlling smartphones,,SharkTank
MajorMom - Lifestyle/Home: professionally organize cluttered rooms,,SharkTank
"CombatFlipFlops - Fashion/Beauty: flip-flops, belts, and other accessories",,SharkTank
SmartPlate - Health/Wellness: plate with technology that analyzes meals,,SharkTank
BeeFreeHonee - Food and Beverage: apple-based vegan alternative to honey,,SharkTank
FloatBaby - Children/Education: flotation and massage facility for babies,,SharkTank
MTAILOR - Fashion/Beauty: app that takes body measurements,,SharkTank
Sworkit - Fitness/Sports/Outdoors: personalized customizeable workout app,,SharkTank
CleanSleep - Lifestyle/Home: service to clean mattresses and associated bedding,,SharkTank
TUTUblue - Fashion/Beauty: full-body swimsuits to prevent sun damage,,SharkTank
Nohbo - Green/CleanTech: concentrated balls of shampoo and conditioner,,SharkTank
Insta-Fire - Lifestyle/Home: fire starter product with less chemicals,,SharkTank
CustardStandFoodProducts - Food and Beverage: hot dog chili,,SharkTank
PRx - Fitness/Sports/Outdoors: weightlifting and gym equipment,,SharkTank
RagsToRaches - Fashion/Beauty: one-piece rompers for children,,SharkTank
BetterBack - Health/Wellness: back supporter which improves posture,,SharkTank
GlaceCryotherapy - Health/Wellness: whole-body cryotherapy device,,SharkTank
Linka - Fitness/Sports/Outdoors: bicycle lock and alarm with smart technology,,SharkTank
Teaspresso - Food and Beverage: concentrated tea shots made like espresso,,SharkTank
MobCraftBeer - Liquor/Alcohol: craft brewery that uses crowdsourcing,,SharkTank
BelovedShirts - Fashion/Beauty: humorous print clothing,,SharkTank
IlumiBowl - Lifestyle/Home: toilet seat light for nighttime bathroom use,,SharkTank
"InnovationPet - Pet Products: line of pet toys, houses, and accessories",,SharkTank
BeerBlizzard - Liquor/Alcohol: device that attaches to the domed underside of canned beverages,,SharkTank
Vengo - Food and Beverage: slim digital vending machine,,SharkTank
TheGoodPromise - Food and Beverage: fruit and vegetable smoothies and sauces,,SharkTank
Wondercide - Pet Products: natural and organic pesticide ,,SharkTank
PrideBites - Pet Products: customizable accessories for pets,,SharkTank
Trobo - Children/Education: interactive story-telling plush robot,,SharkTank
NoPhone - Uncertain/Other: NoPhone - fake phones,,SharkTank
Coolbox - Lifestyle/Home: toolbox with innovative features and integrated technology,,SharkTank
Petnostics - Pet Products: chemical testing kit designed to test pet's urine,,SharkTank
Frends - Fashion/Beauty: designer brand of headphones with changeable styles,,SharkTank
popSLATE - Software/Tech: smartphone case that adds a rear second screen,,SharkTank
SlydeHandboards - Fitness/Sports/Outdoors: small waveriding board that straps to the user's hand,,SharkTank
TheDripDrop - Food and Beverage: edible ring designed to catch drips,,SharkTank
Jarrett&RajaProductions - Media/Entertainment: magic and music act,,SharkTank
KidRunner - Fitness/Sports/Outdoors: stroller designed to be towed while jogging,,SharkTank
InchBug - Children/Education: products for young children ,,SharkTank
FashionTap - Fashion/Beauty: social networking app to help sell fashion and beauty products,,SharkTank
brellabox - Uncertain/Other: brellabox - umbrella rentals,,SharkTank
MyFruityFaces - Food and Beverage: edible stickers for fruits and vegetables,,SharkTank
Brightwheel - Children/Education: app geared toward early education of toddlers,,SharkTank
"DollopGourmet - Food and Beverage: non-GMO, vegan, and gluten-free frosting",,SharkTank
Creaproducts - Fashion/Beauty: hair cutting guide and associated beauty products,,SharkTank
YourselfExpression - Fashion/Beauty: interchangeable accessories company,,SharkTank
"TheSpooner - Fitness/Sports/Outdoors: device that simulates surfing, skateboarding, and snowboarding",,SharkTank
CampNoCounselors - Fitness/Sports/Outdoors: sleep away camp for adults,,SharkTank
EVPExtremeVehicleProtection - Automotive: EVP Extreme Vehicle Protection - ,,SharkTank
GladiatorLacrosse - Fitness/Sports/Outdoors: practice equipment for lacrosse,,SharkTank
VPCABS - Media/Entertainment: digital pinball machine,,SharkTank
PeteAndPedro - Fashion/Beauty: men's hair styling products,,SharkTank
PMSBites - Food and Beverage: bite-sized snacks,,SharkTank
Felt - Lifestyle/Home: app that lets a user hand-write a message,,SharkTank
Pavlok - Liquor/Alcohol: uses operant conditioning through haptic feedback to modify behavior,,SharkTank
Fizzics - Liquor/Alcohol: device to enhance the head and the flavor of bottled or canned beers,,SharkTank
SpoonfulofComfort - Food and Beverage: soup and sides for sick people,,SharkTank
iSlide - Fashion/Beauty: fully customizable slide sandals,,SharkTank
Rethink - Software/Tech: content-filtering software that delays sending potentially cyberbullying,,SharkTank
TheLapelProject - Fashion/Beauty: stick-on false lapels for jackets,,SharkTank
GoodHangups - Lifestyle/Home: magnetic device for hanging decorations on walls,,SharkTank
IceAgeMeals - Food and Beverage: delivery service of pre-made meals,,SharkTank
TactiBite - Fitness/Sports/Outdoors: floating lure that creates sounds to attract fish,,SharkTank
RaisingWild - Fashion/Beauty: fashionable bathing suits,,SharkTank
TheCookieKahuna - Food and Beverage: new line of cookies,,SharkTank
TekDry - Software/Tech: machine to dry out water-damaged electronic devices,,SharkTank
NightRunner270 - Fitness/Sports/Outdoors: lights for shoes to be used by runners at night,,SharkTank
Solemates - Fashion/Beauty: cap for shoes to prevent them from sinking into grass,,SharkTank
AtlanticCandyCompany - Food and Beverage: chocolate candy with a toy inside,,SharkTank
Biem - Food and Beverage: device that converts a stick of butter into a butter spray,,SharkTank
AngelsandTomboys - Fashion/Beauty: scented body sprays and lotions marketed to tween girls,,SharkTank
SandiLakeClothing - Children/Education: clothing line for children,,SharkTank
"Parker'sMaple - Food and Beverage: maple syrup, maple butter, and other associated products",,SharkTank
SafeGrabs - Lifestyle/Home: silicone mats for multi-purpose kitchen use,,SharkTank
SiliDogs - Pet Products: pet identification tags made out of silicone,,SharkTank
LuluBang - Food and Beverage: gourmet marmalade and sauces,,SharkTank
unPack - Travel: service for travelers that delivers pre-packed clothing to hotels,,SharkTank
Sunscreeenr - Health/Wellness: device to view the effectiveness of sunscreen,,SharkTank
PotatoParcel - Media/Entertainment: gag gift delivery service of a message written on a potato ,,SharkTank
EcoFlower - Lifestyle/Home: artificial flowers made from recycled materials,,SharkTank
StyleClub - Fashion/Beauty: women's fashions marketed through videos and social media,,SharkTank
SafeCatch - Food and Beverage: machine that can test the mercury content in tuna,,SharkTank
#besomebody - Software/Tech: app to facilitate experiential learning by booking live experiences,,SharkTank
MilkSnob - Children/Education: baby stroller and car seat cover that doubles as a nursing cover,,SharkTank
"Jack'sStands&Marketplaces - Children/Education: Jack's Stands & Marketplaces - lemondate, iced tea, hot chocolate, apple cider",,SharkTank
Chi'lantro - Food and Beverage: BBQ food truck and restaurant,,SharkTank
Toor - Lifestyle/Home: lockbox connected to an app,,SharkTank
PupBox - Pet Products: subscription box service for puppy owners,,SharkTank
BarbellApparel - Fashion/Beauty: men's clothing tailored for active wear,,SharkTank
ENERGYbits - Food and Beverage: algae tablets to increase energy and focus,,SharkTank
LineCutterz - Fitness/Sports/Outdoors: finger ring with a cutter for fishing line,,SharkTank
Inboard - Fitness/Sports/Outdoors: electric skateboard company,,SharkTank
PetPlate - Pet Products: delivery service of freshly cooked pet food,,SharkTank
Nootrobox - Food and Beverage: chewable coffee cubes,,SharkTank
Nomiku - Food and Beverage: home version of a sous-vide cooker,,SharkTank
SealedbySanta - Children/Education: service to send letters and packages to kids,,SharkTank
PolyGlide - Fitness/Sports/Outdoors: synthetic ice material for skating at home,,SharkTank
Digiwrap - Lifestyle/Home: gift wrap and gift bags,,SharkTank
HandOutGloves - Fitness/Sports/Outdoors: gloves with a removable finger portion,,SharkTank
PDXPetDesign - Pet Products: cat toys and care products,,SharkTank
BasicOutfitters - Fashion/Beauty: drawers of men's clothing basics,,SharkTank
"VictoryCoffees - Food and Beverage: organic, fair trade coffee",,SharkTank
NaturallyPerfectDolls - Children/Education: dolls with features representing diverse cultures and ethnicities,,SharkTank
"GreaseBags - Lifestyle/Home: disposable, compostable bags",,SharkTank
Pinblock - Children/Education: building blocks that are flexible,,SharkTank
Mama'sMilkBox - Fashion/Beauty: subscription box service of women's clothing,,SharkTank
NicePipes - Fashion/Beauty: arm and legwarmers made from yoga workout material,,SharkTank
Chirps - Food and Beverage: chips enhanced with cricket protein,,SharkTank
Vibes - Media/Entertainment: high-fidelity earplugs specially designed for use at concerts,,SharkTank
PopUpPlay - Children/Education: play sets custom designed by children,,SharkTank
Getaway - Fitness/Sports/Outdoors: rental service of camping sites with tiny houses,,SharkTank
Kooler - Fitness/Sports/Outdoors: insulated water cooler with containers,,SharkTank
LittleNomad - Lifestyle/Home: stylish foam children's play mats,,SharkTank
RinseKit - Fitness/Sports/Outdoors: portable shower system,,SharkTank
DBestProducts - Lifestyle/Home: carriers and portable carts,,SharkTank
Tranquilo - Children/Education: vibrating mat for calming crying babies,,SharkTank
DocSpartan - Health/Wellness: all natural first aid ointment,,SharkTank
PeacefulFruits - Food and Beverage: natural fruit snacks made with a̤ai,,SharkTank
FireFighterTurnOutBags - Fashion/Beauty: bags made from used gear worn by firefighters ,,SharkTank
Toymail - Children/Education: plush toy that allows children to send voice messages,,SharkTank
EDNWallGarden - Green/CleanTech: indoor planter that uses smart technology,,SharkTank
HotelsByDay - Travel: app for booking day-use hotel rooms,,SharkTank
Bitsbox - Children/Education: service that teaches kids computer coding,,SharkTank
SandCloud - Fitness/Sports/Outdoors: beach towels supporting ocean sustainability,,SharkTank
OraOrganics - Health/Wellness: plant-based nutritional supplements,,SharkTank
DartDrones - Software/Tech: drone pilot training courses,,SharkTank
ElephantPants - Fashion/Beauty: clothing line supporting elephant preservation,,SharkTank
TheSleepStyler - Fashion/Beauty: hair rollers that dry and style overnight,,SharkTank
BlendtiqueWineCompany - Food and Beverage: create personalized wine blends,,SharkTank
MealEnders - Food and Beverage: natural lozenges designed to help with weight management,,SharkTank
Rareform - Fashion/Beauty: backpacks and bags made from recycled billboards,,SharkTank
ApolloPeak - Pet Products: wine-like beverage for cats and dogs,,SharkTank
Seedsheet - Lifestyle/Home: sheet of weed-blocking fabric embedded with dissolvable pouches,,SharkTank
CropSticks - Lifestyle/Home: bamboo chopsticks with a built-in rest,,SharkTank
UnderTheWeather - Fitness/Sports/Outdoors: weatherproof pop-up pods,,SharkTank
GuardLlama - Software/Tech: remote that activates a personal emergency service,,SharkTank
Flag - Lifestyle/Home: free photo printing service,,SharkTank
Validated - Software/Tech: app that earns credit toward covering transportation costs,,SharkTank
GuardianBikes - Fitness/Sports/Outdoors: children's bicycles with an improved braking system,,SharkTank
Goverre - Lifestyle/Home: spill-proof portable wine glass,,SharkTank
SeeRescueStreamer - Fitness/Sports/Outdoors: large streamer used as an emergency signal device,,SharkTank
BootyQueenApparel - Fashion/Beauty: fitness fashion line that accents a woman's rear end,,SharkTank
LoctoteIndustrialBag - Fashion/Beauty: drawstring pack that is cut-resistant,,SharkTank
ThompsonTee - Fashion/Beauty: undershirts designed to block underarm sweat ,,SharkTank
WalletBuckle - Fashion/Beauty: buckle that holds credit cards,,SharkTank
RumiSpice - Food and Beverage: saffron imported from Afghanistan,,SharkTank
PeoplesDesign - Lifestyle/Home: mixing bowl with a built-in scoop,,SharkTank
Wine&Design - Media/Entertainment: painting classes with wine served,,SharkTank
RocketBook - Software/Tech: notebook that can scan contents to cloud services,,SharkTank
LaidBrand - Fashion/Beauty: hair-care products made with pheromones,,SharkTank
BridalBuddy - Fashion/Beauty: functional slip worn under a wedding gown,,SharkTank
