idea_text,label,source
MinusCal - Food_Beverage: snack bars that won’t make you lose weight but will help you lose weight by blocking fat absorpotion,0,SharkTank
BabyToon - Children: two-in-one baby spoon and teether,1,SharkTank
TaDah! - Food_Beverage: East Mediterranean frozen foods,1,SharkTank
Circadian Optics - Lifestyle_Home: stylish light therapy lamps,1,SharkTank
Boost Oxygen - Health_SelfCare: canned oxygen,1,SharkTank
Face Yoga with Koko - Fitness_Outdoors: japanese face yoga techniques,0,SharkTank
"Atlas Monroe - Food_Beverage: plant-based, vegan fried chicken",0,SharkTank
Eterneva - Services: turn your pets or loved ones ashes into diamonds,1,SharkTank
"Baobab - Clothing_Fashion: pima cotton, stain resistant polo shirt with perfect collars",0,SharkTank
Aira - Accessories_Gadgets: tesla coil-based wireless charging,1,SharkTank
Squid Socks - Children: baby socks that can’t be pulled off,1,SharkTank
Knife Aid - Services: mail-in knife sharpening service,1,SharkTank
Bug Bite Thing - Accessories_Gadgets: suction tool for relieving bug and insect bites,1,SharkTank
Plop Star - Lifestyle_Home: essential oil based dissolvable deodorizer toilet tablets,0,SharkTank
"Snacklins - Food_Beverage: healthy, vegan pork-rind puffed chips made of simple ingredients",1,SharkTank
"Tailgate N Go - Food_Beverage: portable, outdoor kitchen and dry box made for any outdoor cooking",1,SharkTank
"Nerdit Now - Services: computer, phone and tablet mobile repair services",0,SharkTank
Golfkicks - Clothing_Fashion: turns ordinary sneakers or rubber-soled shoes into golf shoes,1,SharkTank
"Myo Storm - Health_SelfCare: heated, vibrating, massage therapy ball",1,SharkTank
The Measuring Shovel - Fitness_Outdoors: shovel with a built in ruler,1,SharkTank
"Pili Hunters - Food_Beverage: pili nut based snacks
",0,SharkTank
"Supply - Health_SelfCare: luxury, stainless steel, single-blade razor",1,SharkTank
"EZC Pak - Health_SelfCare: echinacea, zinc, and vitamin C immune support pack",1,SharkTank
Baubles + Soles - Clothing_Fashion: shoes with customizable baubles,1,SharkTank
Dog Threads - PetProducts: Dog clothing company.  They also sell matching outfits for you and your dog!,1,SharkTank
Peanut Butter Pump - Accessories_Gadgets: A way to pump your peanut butter out of the can.,0,SharkTank
The Yard - Food_Beverage: specialty milkshake bar,1,SharkTank
Galant - PetProducts: stem cell therapy for dogs,1,SharkTank
"Mrs. Goldfarb's Unreal Deli - Food_Beverage: vegan, plant-based corned beef and deli meats",1,SharkTank
Terra - Fitness_Outdoors: air-filled workout surface that increases muscle activation,1,SharkTank
Outer - Lifestyle_Home: premium outdoor patio furniture with a protective cover,1,SharkTank
Easy Treezy - Other: prefab artificial Christmas trees,0,SharkTank
"Beardaments - Cosmetics_Beauty: funky beard ornaments
",1,SharkTank
"Kit Lender - Clothing_Fashion: ski and snowboard rental clothes – jacket, pants, goggles and gloves",0,SharkTank
Little ELF - Accessories_Gadgets: easy gift wrap and paper cutter,1,SharkTank
Slumberpod - Children: portable mini blackout pod for babies and toddlers,1,SharkTank
Fortress - Clothing_Fashion: outerwear clothing brand for extreme weather,0,SharkTank
"Zuum - Fitness_Outdoors: electric, motorized hoverboard-scooter shoes",0,SharkTank
Flexscreen - Other: flexible window screen replacement,1,SharkTank
Wise Pocket Products - Clothing_Fashion: socks with pockets,1,SharkTank
Kreyòl Essence - Health_SelfCare: haitian black castor oil hair and skin care products,1,SharkTank
Lovesync - Software_Tech: love making communication button and app for couples in the mood,0,SharkTank
"Wanna Date? - Food_Beverage: A healthy, gluten-free, date-based alternative to jams and nut butters",1,SharkTank
Genius Juice - Food_Beverage: blended whole coconut smoothie,1,SharkTank
Rapid Rope - Accessories_Gadgets: multi-use utility rope dispensing and cutting cannister,1,SharkTank
"Ready, Set, Food! - Children: early allergen introduction for babies",1,SharkTank
"Ka:Pop!! - Food_Beverage: non-GMO, air-popped, ancient grain chips",0,SharkTank
Bala Bangles - Fitness_Outdoors: stylish weighted wrist and ankle weights,1,SharkTank
Shake It Pup! - PetProducts: dog food seasoning,1,SharkTank
Pips & Bounce - Media_Entertainment: ping pong lounge and social club,0,SharkTank
Fur Oil - Health_SelfCare: all natural skin and hair care line for hair down there,1,SharkTank
Bite Toothpaste Bits - Health_SelfCare: eco-friendly toothpaste tablets,0,SharkTank
BabyQuip - Services: online rental service for baby equipment,0,SharkTank
"Coconut Girl - Food_Beverage: dairy-free, paleo cookie, coconut icecream sandwiches",1,SharkTank
Pair Eyewear - Cosmetics_Beauty: customizable glasses for children,1,SharkTank
"K!ds Luv - Health_SelfCare: sugar-free, vitamin-infused drink for kids",0,SharkTank
Swimply - Software_Tech: airbnb for swimming pools,0,SharkTank
Space Traveler - Travel_Auto: kids car seat divider cover that gives your children their own space while on long car trips,1,SharkTank
Bertello - Fitness_Outdoors: portable wood fire and gas outdoor pizza oven,1,SharkTank
"Boho - Services: camper van rental service
",1,SharkTank
Bohana - Food_Beverage: popped water lily seed snack popcorn alternative,1,SharkTank
Grouphug - Accessories_Gadgets: window panel solar charger,1,SharkTank
Safety Nailer - Accessories_Gadgets: easy safe nail holding accessory for screws and nails,1,SharkTank
Pasta by Hudson - Food_Beverage: quick service fresh pasta bar,1,SharkTank
"Goumi - Children: cute, functional, scratch-protection line of organic cotton baby essentials",1,SharkTank
Critter Pricker - Other: humane raccoon deterring spikes,1,SharkTank
"The Frozen Farmers - Food_Beverage: premium, dairy, gluten-free icecream and sorbet made from fresh, cosmetically imperfect fruit",1,SharkTank
"Muvez - Clothing_Fashion: 2-in-1, indoor-outdoor slipper shoes with removable soles",1,SharkTank
"Prepwell Academy - Services: online video-based, college admissions mentoring service",0,SharkTank
Beddley - Lifestyle_Home: 3-sided easy open and close duvet cover,0,SharkTank
Bad Birdie - Clothing_Fashion: stylish golf polos,1,SharkTank
"Just The Cheese - Food_Beverage: natural crunchy baked cheese snacks
",0,SharkTank
"Neuro - Health_SelfCare: nootropic, energy gum with caffeine, B vitamins and L-teanine for mental clarity",0,SharkTank
Seriously Slime - Media_Entertainment: slime making kits and parties,0,SharkTank
"First Saturday Lime - Other: eco friendly, lime and citric acid based, insect repellent",1,SharkTank
Fried Green Tomatoes - Food_Beverage: cornmeal and flour deep fry batter mix and secret sauce,1,SharkTank
"Little Burros - Accessories_Gadgets: lawn and garden tool storage tray attachment for wheelbarrows
",0,SharkTank
"Jiggaerobics - Fitness_Outdoors: fusion of fitness, entertainment and culture into dance fitness workout classes",0,SharkTank
"Mural Painter - Services: hand-painted murals and custom signage service connecting artists with clients
",1,SharkTank
"Unbuckle Me - Travel_Auto: car seat buckle release tool
",1,SharkTank
"Tanoshi - Software_Tech: 2-in-1 kid friendly tablet and computer
",1,SharkTank
Proven - Health_SelfCare: artificial intelligence based personalized skincare,0,SharkTank
Van Robotics - Software_Tech: smart robot tutor,0,SharkTank
"Tough Tie - Clothing_Fashion: customizable stain-repellent, machine-washable, stylish line of ties and accessories
",1,SharkTank
Lord Von Schmitt - Clothing_Fashion: colorful handmade crochet fashions,0,SharkTank
"DadWare - Clothing_Fashion: skin to skin bonding shirt for father and child
",0,SharkTank
Potty Safe - Children: potty training chair with child proof latch for easier potty disposal,1,SharkTank
MC Squares - Other: dry erase whiteboard sticky pads and tiles,1,SharkTank
Rescue Ready - Other: window frame fitted fire escape system,0,SharkTank
"Slate - Food_Beverage: low sugar, lactose-free, protein-rich chocolate milk",0,SharkTank
"Salted - Services: delivery service for restaurants
",0,SharkTank
Dreamland Baby - Children: baby weighted sleep sack blanket,1,SharkTank
"The Mad Optimist - Health_SelfCare: vegan, halal, cruelty-free customizable soap and body care
",1,SharkTank
Rollin Greens - Food_Beverage: cauliflower plant-based appetizers and meat replacements,1,SharkTank
Yellow Leaf Hammocks - Lifestyle_Home: handmade hammocks with a social cause,1,SharkTank
Touch Up Cup - Accessories_Gadgets: paint storage container for your next paint touch up project,1,SharkTank
SparkCharge - Accessories_Gadgets: Ultra-fast portable charging unit for electric cars,1,SharkTank
"GarmaGuard - Health_SelfCare: natural, organic garment and fabric cleanser that kills germs and viruses on clothing",0,SharkTank
"Rumpl - Lifestyle_Home: high-performance indoor and outdoor, weatherproof, durable, and cozy blankets",0,SharkTank
BootayBag - Clothing_Fashion: Underwear subscription brand for women,1,SharkTank
GoOats - Food_Beverage: oatmeal in a ball,1,SharkTank
"Pooch Paper - PetProducts: biodegradable, compostable, paper alternative to plastic dog waste bags",1,SharkTank
"PNuff Crunch - Food_Beverage: non-gmo, plant-based, puffed peanut snack",1,SharkTank
Hug Sleep - Lifestyle_Home: wearable blanket that provides a comforting sleep.,1,SharkTank
Animated Lure - Fitness_Outdoors: rechargeable robotic lure,1,SharkTank
The Cereal Killerz Kitchen - Food_Beverage: Las Vegas-based breakfast cereal bar,0,SharkTank
Chirp. - Health_SelfCare: exercise wheel for back pain relief,1,SharkTank
"Jada Spices - Food_Beverage: plant-based, vegan chicken salt and spices",1,SharkTank
"Surprise Cake - Food_Beverage: popping cake stand that let’s you hide surprises inside of a cake
",0,SharkTank
Mighty Carver - Lifestyle_Home: electric food carving knife that sounds like a chainsaw,1,SharkTank
Flipstik - Accessories_Gadgets: space-technology-based adhesive device that let’s users attach their phones to any surface,1,SharkTank
Fitfighter - Fitness_Outdoors: full body strength and resistance training tool made from recycled fire hose,1,SharkTank
Liftid Neurostimulation - Software_Tech: transcranial neuro-stimulation device for improving focus,0,SharkTank
Foam Party Hats - Media_Entertainment: foam party hats,1,SharkTank
"Bee D'Vine - Food_Beverage: sustainably produced, barrel-aged honey wine from Sonoma Valley",1,SharkTank
"Pan's Mushroom Jerky - Food_Beverage: vegetarian, gluten-free, Shiitake mushroom jerky",1,SharkTank
"K9 Mask - PetProducts: replaceable, air filter masks for dogs",1,SharkTank
"Moment - Food_Beverage: all-natural, botanical beverage for mind, focus and stress relief
",0,SharkTank
"Prime6 - Fitness_Outdoors: eco-friendly, reusable, sawdust briquettes",1,SharkTank
The Holiball - Other: inflatable Christmas ornaments,1,SharkTank
Toilet Timer - Accessories_Gadgets: 5 minute sand timer that helps you time your bathroom breaks,1,SharkTank
ODR Skis - Fitness_Outdoors: lightweight ski boot blades for a smoother ski experience,0,SharkTank
Buckle Me Baby Coats - Travel_Auto: coat that allows easy access to car-seat buckles,1,SharkTank
Peekaboo - Food_Beverage: premium indulgent ice cream with hidden vegetables,0,SharkTank
Brake Free - Travel_Auto: safety brake light attachment for motorcycle helmets,1,SharkTank
"Click & Carry - Lifestyle_Home: Easily clip and carry grocery bags to our grocery bag carrier handle. The rotating top twists to easily load and unload bags, locking them into place",1,SharkTank
Codi by Pillar Learning - Education: education storytelling toy robot for social and emotional learning,1,SharkTank
Electra - Food_Beverage: all-natural sports hydration drink,1,SharkTank
ALL33 - Lifestyle_Home: innovative dynamic ergonomic office chair that keeps your vertebrae moving while you sit,0,SharkTank
His and Her Bar - Food_Beverage: all-natural aphrodisiac snack bar,0,SharkTank
"Trophy Smack - Services: customize your own fantasy sports trophies, rings and belts",1,SharkTank
Slice of Sauce - Food_Beverage: dehydrated condiments packaged into convenient slices,1,SharkTank
"Love is Project - Accessories_Gadgets: spreading empathy, love and connection through ethically hand-crafted bracelets",0,SharkTank
"Luna Magic - Cosmetics_Beauty: high quality, affordable cosmetic",1,SharkTank
Bubbly Blaster - Media_Entertainment: champagne bottle attachment from spraying champagne fun,1,SharkTank
Quevos - Food_Beverage: high protein snack chips made from egg whites,1,SharkTank
Brumachen - Food_Beverage: single serve portable coffee brewer and biodegradable coffee pods,0,SharkTank
"Aura Bora - Food_Beverage: line of herbal sparkling waters made from herbs, fruits, and flowers",1,SharkTank
Swipensnap - Children: one hand diaper cream applicator,1,SharkTank
Yono Clip - Accessories_Gadgets: portable suction hanger for keeping your possessions off dirty surfaces,1,SharkTank
NightCap - Other: drink cover and spike prevention scrunchie,1,SharkTank
"Rule Breaker - Food_Beverage: free, nut free, safe for school, safe for all kids, allergy friendly, super delicious brownies, bites and blondies",0,SharkTank
"MountainFlow Eco - Fitness_Outdoors: plant-based, biodegradable ski and snowboard wax",1,SharkTank
"Jax Sheets - Lifestyle_Home: copper infused silky cotton sheets for men who don’t wash their sheets
",0,SharkTank
The Pizza Cupcake - Food_Beverage: cupcake-shaped pizza snack,1,SharkTank
"IceBeanie - Health_SelfCare: all natural compression cold therapy for headaches, concussions and migraines
",1,SharkTank
Draft Top - Lifestyle_Home: manual topless can opener,1,SharkTank
Pashion Footwear - Clothing_Fashion: fashionable convertible high heels that turn into flats,0,SharkTank
Souper Cubes - Lifestyle_Home: silicone trays for freezing food in perfect portions,1,SharkTank
Byoot Company - Clothing_Fashion: swimsuits made for easy bathroom access,1,SharkTank
"Sienna Sauce - Food_Beverage: line of bold, flavourful sauces",1,SharkTank
Better Bedder - Lifestyle_Home: giant headband for your mattress that keeps bed sheets in place,1,SharkTank
"Everything Legendary - Food_Beverage: high-quality, gourmet, plant-based burgers",1,SharkTank
Walkee Paws - PetProducts: world’s first dog leggings and booties,0,SharkTank
Hopscotch - Software_Tech: educational app for young entrepreneurs to code and run their own online games,1,SharkTank
"Simply Good Jars - Food_Beverage: high-quality, chef-made, ready to eat, salads in a jar",1,SharkTank
Pinch Me Therapy Dough - Health_SelfCare: aromatherapy infused putty dough for stress-relief,1,SharkTank
Muff Waders - Clothing_Fashion: bib overalls designed with an on-the-chest insulated cooler pouch,0,SharkTank
BusyBaby Mat - Children: silicone suction placemat for babies and toddlers with adjustable tethers for toys and teethers,0,SharkTank
Misfit Foods - Food_Beverage: line of veggie infused sausages,1,SharkTank
"Chill Systems - Accessories_Gadgets: lightweight eco-friendly, portable beverage chiller",0,SharkTank
Tandem Boogie - Other: inflatable bodyboard designed to carry two people,1,SharkTank
Totes Babies - Children: shopping cart car seat carrier for babies and toddlers,1,SharkTank
NuMilk - Food_Beverage: plant-based milk making machine,1,SharkTank
Hairy Grabster - Accessories_Gadgets: hair grabbing shower attachment.,0,SharkTank
Mad Rabbit - Health_SelfCare: tattoo aftercare lotion that prevents tattoo fading,1,SharkTank
Bunch Bikes - Fitness_Outdoors: bikes with baskets for the whole family to ride,1,SharkTank
"StepNPull - Accessories_Gadgets: door extension tool that opens doors when stepped on, to help prevent the spread of germs",1,SharkTank
DynoSafe - Lifestyle_Home: temperature controlled porch safe to deter porch pirates,1,SharkTank
"Probiotic Maker - Food_Beverage: home kitchen heating pad for making fresh, organic probiotics",0,SharkTank
Phoozy - Accessories_Gadgets: protective suit that protects devices from weather and environmental damage,1,SharkTank
OpulenceMD Beauty - Cosmetics_Beauty: magnetic faux eyelashes,1,SharkTank
"The Cheese Chopper - Accessories_Gadgets: 3-in-1 cheese slicer, shredder and storage container",0,SharkTank
The Matte - Cosmetics_Beauty: Sink countertop makeup organizer and space saver,1,SharkTank
FurZapper - Accessories_Gadgets: laundry machine device for removing fur from clothes while washing,1,SharkTank
Truffle Shuffle - Services: home cooking learning experience featuring truffles,1,SharkTank
Suds2Go - Accessories_Gadgets: portable handwashing bottle system and handwashing bottle caps,1,SharkTank
Salad Sling - Lifestyle_Home: vegetable drying and salad tossing towel,0,SharkTank
Larq - Accessories_Gadgets: self-cleaning water bottle that uses UV light to purify water on the go,1,SharkTank
Jiggy Puzzles - Media_Entertainment: jigsaw puzzles submitted by local female artists from around the world,1,SharkTank
The Scrubbie - Accessories_Gadgets: sponge scrubber attachment for hoses,0,SharkTank
The Bumbling Bee - Food_Beverage: vegan junk food restaurant,0,SharkTank
XTorch - Accessories_Gadgets: rechargeable solar powered flashlight,0,SharkTank
Grind - Fitness_Outdoors: portable basketball training machine,1,SharkTank
Creation Nation - Food_Beverage: organic cookie mix,0,SharkTank
Sneakerasers - Accessories_Gadgets: clean-tech erasers that clean your shoes,1,SharkTank
BEERMKR - Lifestyle_Home: at home beer brewer,0,SharkTank
Pluto - Health_SelfCare: Customizable pillow designed for your sleep style,0,SharkTank
FlingGolf - Fitness_Outdoors: Golf-stick attachment for playing lacrosse-like golf 2.0,1,SharkTank
FloatNGrill - Fitness_Outdoors: portable grill that floats on water for sea parties,1,SharkTank
The Original Stretchlace - Accessories_Gadgets: Shoelaces that switch your shoes from laced to slip-ons,1,SharkTank
DinoDon - Media_Entertainment: life size dinosaur animatronics,1,SharkTank
"Copper Cow Coffee - Food_Beverage: sustainably produced, Vietnamese coffee pour over set",1,SharkTank
Lit Handlers - Accessories_Gadgets: fun beverage coolers with a pocketed handle,1,SharkTank
"Super Potty Trainer - Children: back rest for babies potty training to prevent from falling into the toilet
",1,SharkTank
Kin Apparel - Health_SelfCare: satin lined hoodies for hair care enthusiasts,1,SharkTank
"Uprising Bread - Food_Beverage: keto, paleo, gluten free prebiotic/probiotic bread that’s good for your gut",0,SharkTank
"Lion Latch - Accessories_Gadgets: compact, portable jewelry storage container",0,SharkTank
"Paskho - Clothing_Fashion: American, community made, eco-friendly lifestyle apparel",0,SharkTank
Songlorious - Services: send a personalized song,1,SharkTank
MuteMe - Lifestyle_Home: giant mute button that lights up when pressed,0,SharkTank
Proper Good - Food_Beverage: healthful convenient ready to eat meals,1,SharkTank
Long Wharf - Clothing_Fashion: high end apparel made from recycled oyster shells and plastic bottles,0,SharkTank
Sparketh - Software_Tech: online art education platform for kids and teens,1,SharkTank
"OatHaus - Food_Beverage: nut-free, oat-based, granola flavored spread",0,SharkTank
Flasky Flowers - Accessories_Gadgets: bouquet holders that double as an easy to fill flask,1,SharkTank
Incredible Eats - Food_Beverage: edible cutlery on a mission to end plastic waste,1,SharkTank
Magic 5 - Fitness_Outdoors: AI-based custom fitted swimming goggles,1,SharkTank
Tabby - PetProducts: dating app for people who love cats,1,SharkTank
SoaPen - Accessories_Gadgets: colorful soap filled pen,1,SharkTank
54 Thrones - Health_SelfCare: shea-butter based skincare,1,SharkTank
Wedfuly - Software_Tech: virtual weddings app,1,SharkTank
"Wad - Accessories_Gadgets: Wad-Free attaches to both flat and fitted sheets and prevents them from tangling, twisting, and balling-up in both the washing machine and the dryer.",1,SharkTank
Beulr - Software_Tech: app that lets you attend online meetings without being there,0,SharkTank
Spergo - Clothing_Fashion: Inspirational clothing line,1,SharkTank
Fish Fixe - Food_Beverage: perfectly portioned premium seafood,1,SharkTank
Hello Prenup - Software_Tech: quick easy online prenuptial agreements,1,SharkTank
Deux - Food_Beverage: enhanced cookie dough packed with vitamins and functional ingredients,0,SharkTank
Hidrent - Software_Tech: task-based online service that matches customers with off-duty firefighters,1,SharkTank
Sheets Laundry Club - Lifestyle_Home: eco friendly laundry sheets,1,SharkTank
Pink Picasso - Media_Entertainment: paint by numbers paint kit,1,SharkTank
Love & Pebble - Cosmetics_Beauty: diy beauty pop face masks,0,SharkTank
Zach & Zoe Sweet Bee Farm - Food_Beverage: home grown raw honey blended with superfruits,1,SharkTank
Wendy's Gnome Shop - Other: Decorative gnomes for the holidays,1,SharkTank
Ornament Anchor - Accessories_Gadgets: Secure ornament hangers,0,SharkTank
The Real Elf - Services: “Elf-gram” personalized digital messages for the holidays,1,SharkTank
Santa's Enchanted Mailbox - Other: Magical mailbox for sending letters to Santa,0,SharkTank
Maxpro Fitness - Fitness_Outdoors: Portable resistance band machine,1,SharkTank
Banana Loca - Accessories_Gadgets: Banana coring and filling tool,1,SharkTank
Liberate Studio - Fitness_Outdoors: mental health fitness studio,0,SharkTank
Tenikle - Accessories_Gadgets: Suction tripod and mount,1,SharkTank
Snactiv - Accessories_Gadgets: Mess-free snacking tool,1,SharkTank
Smart Tire Company - Travel_Auto: high performance tires using nitinol tire technology,0,SharkTank
Candi - Software_Tech: online service that lets fans connect with their favorite celebrities,0,SharkTank
"Black Sands Entertainment - Media_Entertainment: Culturally diverse comics, animations, and other media",1,SharkTank
Must Love - Food_Beverage: plant based sprinkles and other indulgents’,0,SharkTank
Romperjack - Clothing_Fashion: fun button up rompers for men,0,SharkTank
Roq Innovation - Clothing_Fashion: Innovative hats with lights,1,SharkTank
Vabroom - Lifestyle_Home: 2-in-1 vacuum and broom,1,SharkTank
Tania Speaks - Health_SelfCare: organic brow gel and skincare,1,SharkTank
Ta3 Swimwear - Clothing_Fashion: shaping swimwear that accentuates your curves,0,SharkTank
HiccAway - Health_SelfCare: a straw that instantly treats hiccups,1,SharkTank
Tristen Ikaika - Accessories_Gadgets: Limited edition rings made from recycled spoons and other materials,1,SharkTank
Kettle Gryp - Fitness_Outdoors: turns any dumbbell into a kettle bell,1,SharkTank
Calm Strips - Health_SelfCare: textured sensory adhesives that help reduce anxiety and restlessness,1,SharkTank
Blowzee - Accessories_Gadgets: clean air blower for birthday candles,0,SharkTank
OverEZ Chicken Coops - Lifestyle_Home: modular backyard chicken coops for sustainable city living,0,SharkTank
"Pinole Blue - Food_Beverage: line of organic products made from organic, stone ground blue corn",0,SharkTank
Diaper Dust - Health_SelfCare: diaper deodorizing powder,1,SharkTank
Range Beauty - Cosmetics_Beauty: clean beauty for the forgotten shades of skin,1,SharkTank
Junobie - Lifestyle_Home: Reusable breast milk storage bags,1,SharkTank
Ade and Ayo - Clothing_Fashion: children’s African print apparel made from organic cotton,1,SharkTank
Curie - Health_SelfCare: aluminum free deodorant for perfect pits,1,SharkTank
NogginBoss - Clothing_Fashion: oversized customizable hats for sports fans,1,SharkTank
Behave - Clothing_Fashion: wire-free lingerie made for bigger busts,1,SharkTank
Sunflow - Fitness_Outdoors: premium beach chair,1,SharkTank
"PrepDeck - Lifestyle_Home: all in one recipe preparation system for prepping, measuring and storing without making a mess",0,SharkTank
OotBox - Other: modular box for extra space made from upcycled shipping containers,1,SharkTank
Do Amore - Accessories_Gadgets: socially driven conflict-free engagement rings,1,SharkTank
Young King Hair Care - Health_SelfCare: haircar for boys made from organic ingredients,0,SharkTank
Pawnix - PetProducts: noise cancelling earphone for dogs,0,SharkTank
"Magic Dates - Food_Beverage: snack sized date bites
",1,SharkTank
Round21 - Services: customizable physical and digital NFT sports collectibles,1,SharkTank
Umaro - Food_Beverage: plant-based superfood bacon made from seaweed,1,SharkTank
"Fort - Media_Entertainment: storeable, stackable, wipeable, modular system to build the ulimate pillow fort",0,SharkTank
No Limbits - Clothing_Fashion: line of adaptive clothing for those with disabilities,1,SharkTank
Apolla - Clothing_Fashion: high performance compression socks that help relieve foot pain,1,SharkTank
LUCY - Media_Entertainment: drawing tool that projects images for you to trace over,1,SharkTank
Swift Paws - PetProducts: capture the flag dog toy that makes fetch time fun,1,SharkTank
Busy Box - Lifestyle_Home: illuminated sign that stops people from interrupting you,0,SharkTank
The Dirty Cookie - Food_Beverage: memorable edible dessert gifts,1,SharkTank
Cat Amazing - PetProducts: line of interactive puzzle feeders to keep cats entertained,1,SharkTank
Lil Advents - Children: potty training calendar and game chart,0,SharkTank
Hairfin - Accessories_Gadgets: home haircutting tool that allows you to measure can cut,1,SharkTank
Browndages - Health_SelfCare: line of inclusive flesh toned bandages,1,SharkTank
Cupbop - Food_Beverage: Global Korean barbeque chain restaurant,1,SharkTank
"Plunge - Health_SelfCare: A cold plunge is the act of getting into cold water to shock your body.  Cold shocking has many benefits that include increased energy, improved phyical recovery, and reduced inflamation.",1,SharkTank
"Handy Pan - Lifestyle_Home: A non-stick ceramic pan that has a stainless steal, food grade strainer attached to it with a hinge mechanism.  There is a button that flips the strainer above the rim of the pan.",1,SharkTank
Hampton Adams - Fitness_Outdoors: Athletic tape that does not tear as easily and does not leave sticky residue behind.,0,SharkTank
Kawaii Lighting - Accessories_Gadgets: Lights for people who shoot videos.  Think of this like a small ring light for your phone.,1,SharkTank
"Ooakshell Headbands - Clothing_Fashion: Tie-dyed headbands, silk-dyed scrunchies, and adjustable hair ties.",1,SharkTank
Pulp Pantry - Food_Beverage: Chips and snacks made from upcycled vegetable and fruit pulp.,1,SharkTank
Pricklee - Food_Beverage: Refreshing drink made from pricklee pear cactus water.,1,SharkTank
Chill-N-Reel - Accessories_Gadgets: A koozie that doubles as a fishing reel so you don't have to put your beer down while reeling in the fish.,0,SharkTank
Stryx Cosmetics - Cosmetics_Beauty: First line of cosmetics for men.  A concealer tool for covering up unsightly zits,1,SharkTank
"Springer - PetProducts: Water bottle with a small bowl on top so that dogs can drink out of it.  When you squeeze the bottle, the bowl fills up to let your dog drink.",1,SharkTank
"Driftline - Clothing_Fashion: Board shorts with wetsuit material lining.  They also sells unlined bathing suits, tee shirts, and hats.",0,SharkTank
The Players Trunk - Software_Tech: A platform that allows college athletes to sell their old athletic gear.,0,SharkTank
"Project Pollo - Food_Beverage: A rapidly growing, successful chain of vegan chicken retaurants",0,SharkTank
"The Transformation Factory - Food_Beverage: Edible gels made from sea moss. they sell ""Irish Sea Moss,"" a type of seaweed commonly found along the shorelines of the British Isles.",1,SharkTank
The Aqua Boxing Glove - Fitness_Outdoors: A boxing glove with water inside the glove for weight resistance,0,SharkTank
"KENT - Clothing_Fashion: Womens underwear that feels good and not bad for the environment.  Made using only organic, toxin free PRIMA cotton from Peru and compostable elastic material.",1,SharkTank
Oogiebear - Children: A tool that safely allows parents to pick their babies' noses while allowing them to breathe freely,1,SharkTank
"Pizzapack - Lifestyle_Home: The Pizza Pack will revolutionize the way you think of left over pizza! No more soggy, or dried out pizza. The Pizza Pack is air tight and microwavable, put the entire thing in the microwave to reheat all the slices at once!",1,SharkTank
Turbo Trusser - Accessories_Gadgets: A kitchen gadget that makes trussing a chicken easier.  It makes cooking twine obsolete.  It's a stamped metal plate with openings for legs that attaches to two metal hooks to secure the wings.,1,SharkTank
The Woobles - Education: Learning crochet kits for beginners.,1,SharkTank
Banana Phone - Other: The product is a phone that looks like a banana.  It hooks up to your phone via bluetooth and you can actually talk to people on the banana,0,SharkTank
"Stealth Bros & Co - Other: Luxurious dopp kits for people with the need to carry medical supplies, injection needles, ect.",1,SharkTank
Halloween Moments Pumpkin Glove Scraper - Other: A mess-free pumpkin carving kit,0,SharkTank
Stakt - Fitness_Outdoors: A yoga mat that is much thicker than the standard fitness mat.  It is foldable to provide more cushion and support when needed,1,SharkTank
Mama O's Premium Kimichi - Food_Beverage: Ready to eat kimichi in pouches.  A line of different kimichi based products.,0,SharkTank
Create a Castle - Media_Entertainment: A better way to make snow and sand castles.  A new twist on the old plastic pail and shovel.  The buckets fill from teh top and have molded brick designs embedded in them.,1,SharkTank
Storage Scholars - Services: A company that partners with schools to store and pack goods for college students.  You can get packing material delivered to you and you pack and leave everything in your room until you arrive next year when they will move you in.,1,SharkTank
"GHIA - Food_Beverage: Alcohol free aperitifs and non-alcoholic spritzers that are vegan, gluten free, and have no artificial flavors or added sugars ",0,SharkTank
"Expedition SubSahara - Lifestyle_Home: Baskets hand made in Senegal, Afric.",0,SharkTank
Woosh - Lifestyle_Home: Air filters that turn your HVAC system into an entire house air filter,1,SharkTank
Plufl - Lifestyle_Home: Human sized dog beds for napping,1,SharkTank
Bridal Babes - Clothing_Fashion: Line of wedding and bridesmaids dresses for women of color and curvy women,1,SharkTank
"Big Big, Little Bee - Children: Live of innovative products for kids and adults that help reduce single use plastics",0,SharkTank
"Pretty Rugged - Clothing_Fashion: wind, water, and spill proof faux fur blankets and clothing",1,SharkTank
Collars & Co - Clothing_Fashion: Polo shirts with dress collars,1,SharkTank
SquareOne Mini Keg - Accessories_Gadgets: A square keg that can fit in a fridge or can be taken to go more easily.,1,SharkTank
Nana Hats - Accessories_Gadgets: the world's first banana preservation device designed to keep your bananas fresher for longer and stylish too!  They are kept fresh with little hats on the bananas,1,SharkTank
"Wondry - Food_Beverage: A unique wine company where the wine is not made from grapes.  Instead, it's made from fruit and has twice the alcohol content.",1,SharkTank
Boarderie - Food_Beverage: Upsacle direct to consumer cheese board business.,1,SharkTank
Ride FRSH - Travel_Auto: Subscription based car air freshener business,1,SharkTank
"Action Glow - Fitness_Outdoors: LED lighting accessories for snow, water, and land sports",1,SharkTank
Legacy Shave - Health_SelfCare: Patented shaving brush attachment.,1,SharkTank
HummViewer - Other: A bird feeding mask so that you can observe the humming birds from up close.,1,SharkTank
